,bed,bath,sqft,type,laundry,parking,cats,dogs,furnished,nosmoke,wheelchair,img,words,link
https://sfbay.craigslist.org/nby/apa/d/public-transportation-quartz/6569419250.html,2BR,2Ba,1021ft2,apartment,0,0,0,0,0,0,0,9,245,https://sfbay.craigslist.org/nby/apa/d/public-transportation-quartz/6569419250.html
https://sfbay.craigslist.org/nby/apa/d/quaint-and-cozy-lower-in/6569081197.html,1BR,1Ba,475ft2,duplex,4,2,0,0,0,1,0,6,169,https://sfbay.craigslist.org/nby/apa/d/quaint-and-cozy-lower-in/6569081197.html
https://sfbay.craigslist.org/nby/apa/d/quartz-countertops-soothing/6567513519.html,2BR,2Ba,995ft2,apartment,0,0,0,0,0,0,0,9,253,https://sfbay.craigslist.org/nby/apa/d/quartz-countertops-soothing/6567513519.html
https://sfbay.craigslist.org/nby/apa/d/quiet-secluded-country-studio/6569508935.html,0BR,1Ba,available mar 12,cottage/cabin,5,4,1,0,0,0,0,10,62,https://sfbay.craigslist.org/nby/apa/d/quiet-secluded-country-studio/6569508935.html
https://sfbay.craigslist.org/nby/apa/d/ready-soon-an-easy-commute/6543690677.html,2BR,1Ba,available apr 24,apartment,2,2,1,1,0,1,0,12,392,https://sfbay.craigslist.org/nby/apa/d/ready-soon-an-easy-commute/6543690677.html
https://sfbay.craigslist.org/nby/apa/d/ready-to-move-in-asap-ask-us/6569254094.html,3BR,2Ba,1400ft2,apartment,5,0,1,1,0,1,0,16,273,https://sfbay.craigslist.org/nby/apa/d/ready-to-move-in-asap-ask-us/6569254094.html
https://sfbay.craigslist.org/nby/apa/d/recently-remodeled-2-br-apt/6557474566.html,2BR,1Ba,731ft2,apartment,2,2,1,0,0,1,0,19,364,https://sfbay.craigslist.org/nby/apa/d/recently-remodeled-2-br-apt/6557474566.html
https://sfbay.craigslist.org/nby/apa/d/relax-in-one-of-our-atrium/6569424763.html,2BR,2Ba,1367ft2,apartment,5,2,1,1,0,1,0,13,171,https://sfbay.craigslist.org/nby/apa/d/relax-in-one-of-our-atrium/6569424763.html
https://sfbay.craigslist.org/nby/apa/d/remodeled-san-marin-duet-3/6569048631.html,3BR,2Ba,1306ft2,house,5,6,0,0,0,0,0,9,65,https://sfbay.craigslist.org/nby/apa/d/remodeled-san-marin-duet-3/6569048631.html
https://sfbay.craigslist.org/nby/apa/d/remodeled-three-bedroom-two/6549913938.html,3BR,2Ba,1577ft2,house,4,2,1,1,0,1,0,24,245,https://sfbay.craigslist.org/nby/apa/d/remodeled-three-bedroom-two/6549913938.html
https://sfbay.craigslist.org/nby/apa/d/rent-or-buy-nice-single/6569081234.html,3BR,2.5Ba,1652ft2,house,3,6,0,0,0,1,0,19,175,https://sfbay.craigslist.org/nby/apa/d/rent-or-buy-nice-single/6569081234.html
https://sfbay.craigslist.org/nby/apa/d/rental-for-nature/6568957335.html,3BR,3.5Ba,3000ft2,house,2,4,1,1,1,0,0,10,393,https://sfbay.craigslist.org/nby/apa/d/rental-for-nature/6568957335.html
https://sfbay.craigslist.org/nby/apa/d/sausalito-4-bedroom-home/6568842749.html,4BR,2.5Ba,available jun 1,house,5,6,0,0,1,1,0,23,118,https://sfbay.craigslist.org/nby/apa/d/sausalito-4-bedroom-home/6568842749.html
https://sfbay.craigslist.org/nby/apa/d/sausalito-4bd-2ba-home-harbor/6554447895.html,4BR,2Ba,2850ft2,house,5,6,0,1,1,1,0,16,625,https://sfbay.craigslist.org/nby/apa/d/sausalito-4bd-2ba-home-harbor/6554447895.html
https://sfbay.craigslist.org/nby/apa/d/scenic-view-faux-wood/6559321569.html,2BR,2Ba,1079ft2,apartment,0,0,0,0,0,0,0,9,237,https://sfbay.craigslist.org/nby/apa/d/scenic-view-faux-wood/6559321569.html
https://sfbay.craigslist.org/nby/apa/d/second-floor-1x1-den-washer/6569196007.html,1BR,1Ba,835ft2,apartment,5,0,1,1,0,1,0,8,400,https://sfbay.craigslist.org/nby/apa/d/second-floor-1x1-den-washer/6569196007.html
https://sfbay.craigslist.org/nby/apa/d/single-family-home-available/6563880284.html,3BR,2.5Ba,2039ft2,house,3,6,0,0,0,1,0,5,225,https://sfbay.craigslist.org/nby/apa/d/single-family-home-available/6563880284.html
https://sfbay.craigslist.org/nby/apa/d/situated-on-lushly-landscaped/6569135287.html,2BR,1Ba,790ft2,apartment,2,4,1,1,0,1,0,6,178,https://sfbay.craigslist.org/nby/apa/d/situated-on-lushly-landscaped/6569135287.html
https://sfbay.craigslist.org/nby/apa/d/sonoma-country-home/6553763614.html,3BR,3.5Ba,2994ft2,house,3,6,1,1,0,1,0,23,309,https://sfbay.craigslist.org/nby/apa/d/sonoma-country-home/6553763614.html
https://sfbay.craigslist.org/nby/apa/d/soothing-spa-carpeting-high/6567546769.html,3BR,2Ba,1156ft2,apartment,0,0,0,0,0,0,0,9,251,https://sfbay.craigslist.org/nby/apa/d/soothing-spa-carpeting-high/6567546769.html
https://sfbay.craigslist.org/nby/apa/d/soothing-spa-plank-flooring/6569380942.html,1BR,1Ba,686ft2,apartment,2,4,1,1,0,1,1,20,327,https://sfbay.craigslist.org/nby/apa/d/soothing-spa-plank-flooring/6569380942.html
https://sfbay.craigslist.org/nby/apa/d/sophisticated-remodeled-4bd/6564866553.html,4BR,2Ba,1942ft2,house,5,0,0,0,0,0,0,20,100,https://sfbay.craigslist.org/nby/apa/d/sophisticated-remodeled-4bd/6564866553.html
https://sfbay.craigslist.org/nby/apa/d/spacious-1-and-2-bedroom-apts/6569176227.html,1BR,1Ba,686ft2,apartment,2,4,1,1,0,1,1,18,305,https://sfbay.craigslist.org/nby/apa/d/spacious-1-and-2-bedroom-apts/6569176227.html
https://sfbay.craigslist.org/nby/apa/d/spacious-2-bed-15-bath/6549354668.html,2BR,1.5Ba,available apr 18,apartment,2,4,1,1,0,1,0,14,311,https://sfbay.craigslist.org/nby/apa/d/spacious-2-bed-15-bath/6549354668.html
https://sfbay.craigslist.org/nby/apa/d/spacious-2-bedroom-on-the/6559218501.html,2BR,2Ba,1210ft2,apartment,5,4,1,1,0,1,0,9,244,https://sfbay.craigslist.org/nby/apa/d/spacious-2-bedroom-on-the/6559218501.html
https://sfbay.craigslist.org/nby/apa/d/spacious-2-bedroom-with/6559983008.html,2BR,2Ba,1011ft2,apartment,5,6,1,0,0,1,1,5,128,https://sfbay.craigslist.org/nby/apa/d/spacious-2-bedroom-with/6559983008.html
https://sfbay.craigslist.org/nby/apa/d/spacious-apartments-in/6564047403.html,2BR,1Ba,1028ft2,townhouse,5,3,1,1,0,1,1,8,122,https://sfbay.craigslist.org/nby/apa/d/spacious-apartments-in/6564047403.html
https://sfbay.craigslist.org/nby/apa/d/spacious-bright-3-bdrm-napa/6560173418.html,3BR,2.5Ba,1400ft2,condo,5,6,0,0,0,1,0,13,285,https://sfbay.craigslist.org/nby/apa/d/spacious-bright-3-bdrm-napa/6560173418.html
https://sfbay.craigslist.org/nby/apa/d/spacious-elegant-home-bay/6562095756.html,3BR,2.5Ba,2800ft2,house,5,2,0,0,0,1,0,24,180,https://sfbay.craigslist.org/nby/apa/d/spacious-elegant-home-bay/6562095756.html
https://sfbay.craigslist.org/nby/apa/d/spacious-one-bedroom-barn-in/6553989659.html,1BR,1Ba,available apr 6,cottage/cabin,2,2,1,0,0,0,0,16,119,https://sfbay.craigslist.org/nby/apa/d/spacious-one-bedroom-barn-in/6553989659.html
https://sfbay.craigslist.org/nby/apa/d/spacious-patio-updated-unit/6564748165.html,2BR,1.5Ba,900ft2,apartment,2,4,0,0,0,1,0,5,184,https://sfbay.craigslist.org/nby/apa/d/spacious-patio-updated-unit/6564748165.html
https://sfbay.craigslist.org/nby/apa/d/spacious-two-bedroom-duplex/6549894598.html,2BR,1Ba,available may 1,duplex,3,6,0,0,0,0,0,8,107,https://sfbay.craigslist.org/nby/apa/d/spacious-two-bedroom-duplex/6549894598.html
https://sfbay.craigslist.org/nby/apa/d/spacious-walk-in-closet/6569165668.html,1BR,1Ba,650ft2,apartment,0,0,0,0,0,0,0,9,242,https://sfbay.craigslist.org/nby/apa/d/spacious-walk-in-closet/6569165668.html
https://sfbay.craigslist.org/nby/apa/d/spectacular-single-level/6556470984.html,3BR,2Ba,1600ft2,house,3,6,0,0,0,1,0,14,330,https://sfbay.craigslist.org/nby/apa/d/spectacular-single-level/6556470984.html
https://sfbay.craigslist.org/nby/apa/d/st-helena-home-with-fantastic/6569269278.html,3BR,2Ba,available apr 23,house,3,6,0,0,0,1,0,17,117,https://sfbay.craigslist.org/nby/apa/d/st-helena-home-with-fantastic/6569269278.html
https://sfbay.craigslist.org/nby/apa/d/st-helena-location/6569434204.html,1BR,1Ba,available may 7,cottage/cabin,2,2,0,0,0,0,0,4,28,https://sfbay.craigslist.org/nby/apa/d/st-helena-location/6569434204.html
https://sfbay.craigslist.org/nby/apa/d/stainless-steel-appliances/6569183619.html,2BR,2Ba,908ft2,apartment,2,4,1,1,0,1,1,21,296,https://sfbay.craigslist.org/nby/apa/d/stainless-steel-appliances/6569183619.html
https://sfbay.craigslist.org/nby/apa/d/stop-look-lease-1-bedroom-1/6566093045.html,1BR,1Ba,571ft2,apartment,2,2,1,1,0,1,0,5,166,https://sfbay.craigslist.org/nby/apa/d/stop-look-lease-1-bedroom-1/6566093045.html
https://sfbay.craigslist.org/nby/apa/d/studio-in-beautiful-colonial/6566746936.html,0BR,1Ba,available may 1,apartment,4,3,1,0,0,1,0,7,366,https://sfbay.craigslist.org/nby/apa/d/studio-in-beautiful-colonial/6566746936.html
https://sfbay.craigslist.org/nby/apa/d/stunning-2-story-vintana-home/6559060594.html,3BR,2.5Ba,2000ft2,house,5,6,0,1,0,1,0,15,205,https://sfbay.craigslist.org/nby/apa/d/stunning-2-story-vintana-home/6559060594.html
https://sfbay.craigslist.org/nby/apa/d/stunning-san-francisco-views/6567005362.html,3BR,2Ba,2300ft2,house,4,6,1,1,1,1,0,24,265,https://sfbay.craigslist.org/nby/apa/d/stunning-san-francisco-views/6567005362.html
https://sfbay.craigslist.org/nby/apa/d/stunning-short-term-lease/6564801178.html,3BR,2Ba,2200ft2,house,5,2,0,0,1,1,0,19,97,https://sfbay.craigslist.org/nby/apa/d/stunning-short-term-lease/6564801178.html
https://sfbay.craigslist.org/nby/apa/d/stunning-single-family-home/6557595787.html,2BR,2.5Ba,1504ft2,house,5,0,0,0,0,1,0,8,103,https://sfbay.craigslist.org/nby/apa/d/stunning-single-family-home/6557595787.html
https://sfbay.craigslist.org/nby/apa/d/stunning-views-decks-and-hot/6569392397.html,4BR,3.5Ba,3200ft2,house,5,6,1,1,0,1,0,24,333,https://sfbay.craigslist.org/nby/apa/d/stunning-views-decks-and-hot/6569392397.html
https://sfbay.craigslist.org/nby/apa/d/summer-is-right-around-the/6569323719.html,1BR,1Ba,763ft2,apartment,5,4,1,1,0,1,0,14,386,https://sfbay.craigslist.org/nby/apa/d/summer-is-right-around-the/6569323719.html
https://sfbay.craigslist.org/nby/apa/d/sun-filled-panaramic-views/6565563088.html,1BR,1Ba,available may 8,apartment,5,4,1,1,0,1,0,12,305,https://sfbay.craigslist.org/nby/apa/d/sun-filled-panaramic-views/6565563088.html
https://sfbay.craigslist.org/nby/apa/d/sunny-upstairs-guerneville/6557597978.html,0BR,1Ba,available apr 10,duplex,2,0,0,0,0,0,0,8,304,https://sfbay.craigslist.org/nby/apa/d/sunny-upstairs-guerneville/6557597978.html
https://sfbay.craigslist.org/nby/apa/d/sunny-upstairs-unit-in/6557593171.html,2BR,1Ba,available apr 10,duplex,3,0,0,0,0,0,0,11,318,https://sfbay.craigslist.org/nby/apa/d/sunny-upstairs-unit-in/6557593171.html
https://sfbay.craigslist.org/nby/apa/d/sweet-unique-2-bedroom-sonoma/6568870974.html,2BR,1Ba,1000ft2,apartment,5,6,0,0,0,1,0,18,143,https://sfbay.craigslist.org/nby/apa/d/sweet-unique-2-bedroom-sonoma/6568870974.html
https://sfbay.craigslist.org/nby/apa/d/take-advantage-of-our-special/6569075176.html,1BR,1Ba,available apr 23,apartment,4,2,1,1,1,1,1,6,278,https://sfbay.craigslist.org/nby/apa/d/take-advantage-of-our-special/6569075176.html
https://sfbay.craigslist.org/nby/apa/d/tastefully-remodeled-condo/6559876003.html,2BR,2Ba,1300ft2,condo,5,4,0,0,1,1,0,14,228,https://sfbay.craigslist.org/nby/apa/d/tastefully-remodeled-condo/6559876003.html
https://sfbay.craigslist.org/nby/apa/d/tear-drop-lighting-stainless/6565806581.html,2BR,2Ba,1210ft2,apartment,5,4,1,1,0,1,0,8,235,https://sfbay.craigslist.org/nby/apa/d/tear-drop-lighting-stainless/6565806581.html
https://sfbay.craigslist.org/nby/apa/d/the-best-location-in-all-of/6549371316.html,1BR,1Ba,available apr 19,apartment,2,2,1,1,0,1,0,11,278,https://sfbay.craigslist.org/nby/apa/d/the-best-location-in-all-of/6549371316.html
https://sfbay.craigslist.org/nby/apa/d/the-grateful-nest/6564694391.html,4BR,3.5Ba,3400ft2,house,5,5,1,1,1,1,0,19,689,https://sfbay.craigslist.org/nby/apa/d/the-grateful-nest/6564694391.html
https://sfbay.craigslist.org/nby/apa/d/the-vineyard-luxury/6566885349.html,1BR,1Ba,661ft2,apartment,2,3,1,1,0,1,1,8,123,https://sfbay.craigslist.org/nby/apa/d/the-vineyard-luxury/6566885349.html
https://sfbay.craigslist.org/nby/apa/d/the-vineyard-luxury/6569346225.html,2BR,1.5Ba,1028ft2,apartment,2,3,1,1,0,1,1,8,123,https://sfbay.craigslist.org/nby/apa/d/the-vineyard-luxury/6569346225.html
https://sfbay.craigslist.org/nby/apa/d/third-floor-2x2-washer-dryer/6569206208.html,2BR,2Ba,1215ft2,apartment,4,0,1,1,0,1,0,7,396,https://sfbay.craigslist.org/nby/apa/d/third-floor-2x2-washer-dryer/6569206208.html
https://sfbay.craigslist.org/nby/apa/d/this-ground-floor-patio-is/6543097663.html,2BR,1.5Ba,available apr 25,apartment,2,4,1,1,0,1,0,14,343,https://sfbay.craigslist.org/nby/apa/d/this-ground-floor-patio-is/6543097663.html
https://sfbay.craigslist.org/nby/apa/d/three-bedroom-two-bathroom/6569393428.html,3BR,2Ba,1330ft2,apartment,5,4,1,1,0,0,0,5,291,https://sfbay.craigslist.org/nby/apa/d/three-bedroom-two-bathroom/6569393428.html
https://sfbay.craigslist.org/nby/apa/d/tile-backsplash-package/6567454921.html,1BR,1Ba,650ft2,apartment,0,0,0,0,0,0,0,9,241,https://sfbay.craigslist.org/nby/apa/d/tile-backsplash-package/6567454921.html
https://sfbay.craigslist.org/nby/apa/d/top-floor-1br-with-panoramic/6568875504.html,1BR,1Ba,700ft2,apartment,2,4,1,1,0,0,0,8,170,https://sfbay.craigslist.org/nby/apa/d/top-floor-1br-with-panoramic/6568875504.html
https://sfbay.craigslist.org/nby/apa/d/top-floor-waterfront-view/6564313666.html,2BR,2Ba,1545ft2,condo,5,4,0,0,0,1,0,24,534,https://sfbay.craigslist.org/nby/apa/d/top-floor-waterfront-view/6564313666.html
https://sfbay.craigslist.org/nby/apa/d/townhouse-in-the-heart-of/6569138132.html,3BR,2Ba,1488ft2,townhouse,5,6,0,1,0,1,0,18,95,https://sfbay.craigslist.org/nby/apa/d/townhouse-in-the-heart-of/6569138132.html
https://sfbay.craigslist.org/nby/apa/d/tranquil-mountain-retreat/6562856132.html,3BR,3Ba,1800ft2,house,5,6,1,1,0,1,0,24,349,https://sfbay.craigslist.org/nby/apa/d/tranquil-mountain-retreat/6562856132.html
https://sfbay.craigslist.org/nby/apa/d/two-bedroom-one-bathroom/6545548365.html,2BR,1Ba,available jun 30,apartment,5,4,0,0,0,1,0,13,285,https://sfbay.craigslist.org/nby/apa/d/two-bedroom-one-bathroom/6545548365.html
https://sfbay.craigslist.org/nby/apa/d/updated-end-unit-in-desirable/6550853463.html,2BR,1.5Ba,1300ft2,condo,5,5,1,1,0,1,0,18,218,https://sfbay.craigslist.org/nby/apa/d/updated-end-unit-in-desirable/6550853463.html
https://sfbay.craigslist.org/nby/apa/d/updated-one-bedroom-in-tiburon/6568876744.html,1BR,0Ba,700ft2,apartment,2,4,1,1,0,0,0,11,155,https://sfbay.craigslist.org/nby/apa/d/updated-one-bedroom-in-tiburon/6568876744.html
https://sfbay.craigslist.org/nby/apa/d/updated-sonoma-home/6562978036.html,3BR,1.5Ba,available apr 16,house,3,6,1,1,0,1,0,17,153,https://sfbay.craigslist.org/nby/apa/d/updated-sonoma-home/6562978036.html
https://sfbay.craigslist.org/nby/apa/d/updated-two-bedroom-napa/6546435846.html,2BR,1Ba,available mar 29,apartment,0,0,0,0,0,0,0,8,110,https://sfbay.craigslist.org/nby/apa/d/updated-two-bedroom-napa/6546435846.html
https://sfbay.craigslist.org/nby/apa/d/upgraded-cottage-1-2-mile/6560991572.html,2BR,1Ba,available may 1,cottage/cabin,3,2,0,0,0,1,0,10,186,https://sfbay.craigslist.org/nby/apa/d/upgraded-cottage-1-2-mile/6560991572.html
https://sfbay.craigslist.org/nby/apa/d/upgraded-home-1-2-mile-west/6569284693.html,2BR,1Ba,1045ft2,house,3,2,0,0,0,1,0,12,200,https://sfbay.craigslist.org/nby/apa/d/upgraded-home-1-2-mile-west/6569284693.html
https://sfbay.craigslist.org/nby/apa/d/upstairs-unit-perfect-layout/6555831919.html,2BR,1.5Ba,available apr 21,apartment,2,4,1,1,0,1,0,11,323,https://sfbay.craigslist.org/nby/apa/d/upstairs-unit-perfect-layout/6555831919.html
https://sfbay.craigslist.org/nby/apa/d/very-cute-updated-duplex-unit/6565967343.html,1BR,1Ba,available jun 1,apartment,2,0,1,1,0,0,0,6,197,https://sfbay.craigslist.org/nby/apa/d/very-cute-updated-duplex-unit/6565967343.html
https://sfbay.craigslist.org/nby/apa/d/very-spacious-2-bedroom/6567113749.html,2BR,1.5Ba,available apr 23,apartment,5,6,1,0,0,1,0,18,88,https://sfbay.craigslist.org/nby/apa/d/very-spacious-2-bedroom/6567113749.html
https://sfbay.craigslist.org/nby/apa/d/view-home-country-club-san/6545893217.html,3BR,3Ba,available may 1,house,5,2,0,0,1,1,0,24,612,https://sfbay.craigslist.org/nby/apa/d/view-home-country-club-san/6545893217.html
https://sfbay.craigslist.org/nby/apa/d/vineyard-meadows-2-bedroom/6560440758.html,2BR,2.5Ba,available apr 13,apartment,0,0,0,0,0,0,0,7,143,https://sfbay.craigslist.org/nby/apa/d/vineyard-meadows-2-bedroom/6560440758.html
https://sfbay.craigslist.org/nby/apa/d/vintage-3-bedroom-home-in/6569064305.html,3BR,1Ba,available mar 15,house,3,4,0,0,0,0,0,21,79,https://sfbay.craigslist.org/nby/apa/d/vintage-3-bedroom-home-in/6569064305.html
https://sfbay.craigslist.org/nby/apa/d/walk-to-ferry-move-to/6569202171.html,1BR,1Ba,781ft2,apartment,5,4,1,1,0,1,1,6,338,https://sfbay.craigslist.org/nby/apa/d/walk-to-ferry-move-to/6569202171.html
https://sfbay.craigslist.org/nby/apa/d/washer-dryer-cathedral/6555670848.html,2BR,2Ba,1079ft2,apartment,0,0,0,0,0,0,0,9,233,https://sfbay.craigslist.org/nby/apa/d/washer-dryer-cathedral/6555670848.html
https://sfbay.craigslist.org/nby/apa/d/what-renovation-going-on-look/6555832325.html,2BR,2Ba,available apr 23,apartment,2,4,1,1,0,1,0,11,422,https://sfbay.craigslist.org/nby/apa/d/what-renovation-going-on-look/6555832325.html
https://sfbay.craigslist.org/nby/apa/d/why-live-in-an-apartment/6559633277.html,3BR,2Ba,1625ft2,house,5,2,1,1,0,1,0,21,207,https://sfbay.craigslist.org/nby/apa/d/why-live-in-an-apartment/6559633277.html
https://sfbay.craigslist.org/nby/apa/d/wonderful-ranch-style-3-bdrm/6565866091.html,3BR,1.5Ba,available mar 1,house,5,6,0,0,0,0,0,7,101,https://sfbay.craigslist.org/nby/apa/d/wonderful-ranch-style-3-bdrm/6565866091.html
https://sfbay.craigslist.org/nby/apa/d/youll-love-this-one-bedroom/6550750224.html,1BR,1Ba,available apr 21,apartment,2,2,0,0,0,0,0,12,271,https://sfbay.craigslist.org/nby/apa/d/youll-love-this-one-bedroom/6550750224.html
https://sfbay.craigslist.org/nby/apa/d/your-future-begins-here-in/6569341275.html,2BR,2.5Ba,available apr 23,apartment,5,6,1,1,0,1,0,24,297,https://sfbay.craigslist.org/nby/apa/d/your-future-begins-here-in/6569341275.html
https://sfbay.craigslist.org/nby/apa/d/zero-edge-swimming-pool/6569234370.html,2BR,2Ba,1367ft2,apartment,5,2,1,1,0,1,0,8,172,https://sfbay.craigslist.org/nby/apa/d/zero-edge-swimming-pool/6569234370.html